-5.000000000000000000e+01 2.402000000000000000e+03
-4.900000000000000000e+01 2.305000000000000000e+03
-4.800000000000000000e+01 2.210000000000000000e+03
-4.700000000000000000e+01 2.117000000000000000e+03
-4.600000000000000000e+01 2.026000000000000000e+03
-4.500000000000000000e+01 1.937000000000000000e+03
-4.400000000000000000e+01 1.850000000000000000e+03
-4.300000000000000000e+01 1.765000000000000000e+03
-4.200000000000000000e+01 1.682000000000000000e+03
-4.100000000000000000e+01 1.601000000000000000e+03
-4.000000000000000000e+01 1.522000000000000000e+03
-3.900000000000000000e+01 1.445000000000000000e+03
-3.800000000000000000e+01 1.370000000000000000e+03
-3.700000000000000000e+01 1.297000000000000000e+03
-3.600000000000000000e+01 1.226000000000000000e+03
-3.500000000000000000e+01 1.157000000000000000e+03
-3.400000000000000000e+01 1.090000000000000000e+03
-3.300000000000000000e+01 1.025000000000000000e+03
-3.200000000000000000e+01 9.620000000000000000e+02
-3.100000000000000000e+01 9.010000000000000000e+02
-3.000000000000000000e+01 8.420000000000000000e+02
-2.900000000000000000e+01 7.850000000000000000e+02
-2.800000000000000000e+01 7.300000000000000000e+02
-2.700000000000000000e+01 6.770000000000000000e+02
-2.600000000000000000e+01 6.260000000000000000e+02
-2.500000000000000000e+01 5.770000000000000000e+02
-2.400000000000000000e+01 5.300000000000000000e+02
-2.300000000000000000e+01 4.850000000000000000e+02
-2.200000000000000000e+01 4.420000000000000000e+02
-2.100000000000000000e+01 4.010000000000000000e+02
-2.000000000000000000e+01 3.620000000000000000e+02
-1.900000000000000000e+01 3.250000000000000000e+02
-1.800000000000000000e+01 2.900000000000000000e+02
-1.700000000000000000e+01 2.570000000000000000e+02
-1.600000000000000000e+01 2.260000000000000000e+02
-1.500000000000000000e+01 1.970000000000000000e+02
-1.400000000000000000e+01 1.700000000000000000e+02
-1.300000000000000000e+01 1.450000000000000000e+02
-1.200000000000000000e+01 1.220000000000000000e+02
-1.100000000000000000e+01 1.010000000000000000e+02
-1.000000000000000000e+01 8.200000000000000000e+01
-9.000000000000000000e+00 6.500000000000000000e+01
-8.000000000000000000e+00 5.000000000000000000e+01
-7.000000000000000000e+00 3.700000000000000000e+01
-6.000000000000000000e+00 2.600000000000000000e+01
-5.000000000000000000e+00 1.700000000000000000e+01
-4.000000000000000000e+00 1.000000000000000000e+01
-3.000000000000000000e+00 5.000000000000000000e+00
-2.000000000000000000e+00 2.000000000000000000e+00
-1.000000000000000000e+00 1.000000000000000000e+00
0.000000000000000000e+00 2.000000000000000000e+00
1.000000000000000000e+00 5.000000000000000000e+00
2.000000000000000000e+00 1.000000000000000000e+01
3.000000000000000000e+00 1.700000000000000000e+01
4.000000000000000000e+00 2.600000000000000000e+01
5.000000000000000000e+00 3.700000000000000000e+01
6.000000000000000000e+00 5.000000000000000000e+01
7.000000000000000000e+00 6.500000000000000000e+01
8.000000000000000000e+00 8.200000000000000000e+01
9.000000000000000000e+00 1.010000000000000000e+02
1.000000000000000000e+01 1.220000000000000000e+02
1.100000000000000000e+01 1.450000000000000000e+02
1.200000000000000000e+01 1.700000000000000000e+02
1.300000000000000000e+01 1.970000000000000000e+02
1.400000000000000000e+01 2.260000000000000000e+02
1.500000000000000000e+01 2.570000000000000000e+02
1.600000000000000000e+01 2.900000000000000000e+02
1.700000000000000000e+01 3.250000000000000000e+02
1.800000000000000000e+01 3.620000000000000000e+02
1.900000000000000000e+01 4.010000000000000000e+02
2.000000000000000000e+01 4.420000000000000000e+02
2.100000000000000000e+01 4.850000000000000000e+02
2.200000000000000000e+01 5.300000000000000000e+02
2.300000000000000000e+01 5.770000000000000000e+02
2.400000000000000000e+01 6.260000000000000000e+02
2.500000000000000000e+01 6.770000000000000000e+02
2.600000000000000000e+01 7.300000000000000000e+02
2.700000000000000000e+01 7.850000000000000000e+02
2.800000000000000000e+01 8.420000000000000000e+02
2.900000000000000000e+01 9.010000000000000000e+02
3.000000000000000000e+01 9.620000000000000000e+02
3.100000000000000000e+01 1.025000000000000000e+03
3.200000000000000000e+01 1.090000000000000000e+03
3.300000000000000000e+01 1.157000000000000000e+03
3.400000000000000000e+01 1.226000000000000000e+03
3.500000000000000000e+01 1.297000000000000000e+03
3.600000000000000000e+01 1.370000000000000000e+03
