Id,SalePrice
0,123093.26443177427
1,206173.60361366047
2,148137.18195586384
3,168222.9680101925
4,180956.6350185211
5,157055.28474359788
6,205816.6027332497
7,86877.07836162263
8,170925.4168006463
9,69568.59467783578
10,151376.5904512593
11,121523.45068921908
12,122457.67792859967
13,149715.21329365473
14,104238.0390160883
15,144830.648195868
16,122672.43618462502
17,200623.37452822586
18,144981.9954777226
19,158371.24013626942
20,89579.66956041323
21,120961.94696873093
22,103322.11284922915
23,243489.38423495006
24,141990.1738932263
25,159566.54037225465
26,164836.87077390467
27,116858.87363844264
28,152623.63584498677
29,120118.10716059635
30,93664.69578070179
31,194585.55866641423
32,114395.3290372259
33,295732.8072965101
34,135390.35399187703
35,201018.54964060322
36,123563.66134508433
37,228977.09873818373
38,134751.47370674732
39,39791.519815697335
40,106058.9648434549
41,184348.69228380773
42,182201.38467867434
43,190838.4676941634
44,122522.27243077282
45,265881.6379761497
46,88646.11564321017
47,241693.49552579364
48,212173.08643974716
49,214378.99512909484
50,118321.92795857246
51,160816.10761305148
52,105818.81633814593
53,298747.42014902947
54,133706.68816598988
55,241973.50454411656
56,163246.6070094501
57,203125.19807343333
58,157153.2421162132
59,117984.28222456653
60,170357.90930252025
61,216543.86963606795
62,171239.02301501963
63,120056.29316568165
64,124664.10148390773
65,172558.1875479983
66,119063.23059070038
67,176870.9579870935
68,121073.0132419457
69,219009.98367419658
70,103283.09793286433
71,123537.06828266958
72,146714.97180323457
73,110082.8814336708
74,87554.32272896479
75,78893.17658751304
76,125758.09253229265
77,149028.70635534188
78,220144.1225321543
79,209171.45824308306
80,171815.6484559571
81,55937.329702331685
82,261481.2072409926
83,167117.27416173829
84,124546.57162921377
85,136340.75277074258
86,244573.25048989424
87,97732.184770876
88,224746.68693568837
89,164491.19281660035
90,323078.4684760502
91,144082.8093160699
92,95314.90219772757
93,250453.1479598527
94,127832.18080610567
95,343353.53082224523
96,234366.5074348584
97,139651.81785880512
98,368081.99379423424
99,168279.27490037825
100,186292.31521193203
101,153649.6848513894
102,107678.11609080753
103,146658.0531923342
104,209668.1465136772
105,212048.36011937726
106,230892.9409787298
107,166333.14085643753
108,132127.8059735322
109,161855.2546011763
110,288726.51059138327
111,105985.37884159555
112,360923.19910413295
113,195236.26243415268
114,120909.82093777217
115,143143.39331342946
116,150571.03157906898
117,122258.79058296268
118,243176.73633159976
119,124027.820351248
120,97701.00070306605
121,127627.61630300035
122,130363.82700458038
123,225710.34709602073
124,101230.3308506286
125,377686.0844805252
126,113850.48951881248
127,98961.4054317293
128,134192.5105463338
129,208686.73830682816
130,200754.9675174201
131,216692.98454908366
132,153437.56707886435
133,192644.18648545732
134,128121.68584750548
135,97215.47227917347
136,136532.82515622082
137,201684.68544769625
138,309798.7998540938
139,177736.6060604703
140,123984.73816556844
141,178158.38663522815
142,122388.30838034248
143,141664.23897627482
144,293091.2115903414
145,167807.31895750668
146,146106.34823361007
147,141772.32884602348
148,387469.8098073903
149,176101.1102836285
150,113593.54919582691
151,146804.7686921101
152,173743.87285697408
153,293488.61773353885
154,136043.33015181977
155,303348.3677808482
156,220927.85554725988
157,156854.72813090513
158,154220.32741964664
159,106360.01210801012
160,216653.3941696721
161,164290.52755168796
162,61556.29900718806
163,298980.35180826834
164,103107.4276614561
165,76839.25913105543
166,198403.50341827533
167,188626.12784260663
168,213228.21711859546
169,147599.56747855275
170,205432.84057356752
171,283930.4459993789
172,110640.3765349067
173,125524.8629109966
174,309632.62582013744
175,136625.21341645555
176,163647.97040757298
177,109478.98960427023
178,106315.18952395717
179,166369.37506286666
180,147018.81077662253
181,167319.97631957545
182,296338.41886133945
183,153061.0875794889
184,252004.828095021
185,185907.46270894897
186,138758.01662628882
187,149405.3634446435
188,125131.52706625621
189,173430.21179632042
190,271594.2592619496
191,236443.73609490052
192,164095.0707390503
193,327971.7695378263
194,114714.63884721942
195,206147.9891403418
196,231115.5008494623
197,243047.26437286218
198,134585.259851614
199,211690.0422704529
200,167198.34500469675
201,191215.41676014254
202,141042.58129743213
203,108569.13430057105
204,175742.6089964289
205,311890.1367728869
206,195765.0219154013
207,119780.21395605375
208,196402.68653224697
209,211339.21803689972
210,163878.9198140371
211,209145.91170681352
212,197804.272875193
213,193733.00370626876
214,97510.67331570698
215,271095.9880426258
216,89303.21934163233
217,131268.06422887105
218,154792.2597097572
219,226348.657061071
220,204440.52719240484
221,122910.20888429195
222,230103.4608363088
223,98396.67459187344
224,134723.0682744357
225,275402.6852430261
226,115360.82005456455
227,152540.3493247823
228,156052.62906082798
229,199590.60859951255
230,136485.07249113923
231,196394.7809305516
232,207525.0727786878
233,181807.5914908339
234,205683.15270909414
235,176559.34614408496
236,237353.83337760175
237,299649.9123127734
238,132972.44098509493
239,344785.94044168934
240,169697.1370111172
241,212790.77702040176
242,157655.07259127166
243,120051.41044364916
244,139946.57748516707
245,359480.3985879695
246,169720.347093074
247,158659.9163647798
248,165922.1181750876
249,230782.6393231707
250,88683.98870416966
251,128013.06317317075
252,398908.0695668113
253,179572.12194759128
254,343402.08616228343
255,128090.09589825563
256,172351.08774164438
257,337497.4819991094
258,184310.3647088068
259,112602.01454114902
260,107541.90518034162
261,171499.19251929023
262,181596.66305012457
263,153705.08949394536
264,131671.4848719568
265,240039.48267022963
266,277981.7928996023
267,284249.8876221507
268,136661.64839031888
269,130092.82816479787
270,87708.56559029447
271,135077.27728312666
272,227218.10040251072
273,203192.63475975674
274,110658.13520318436
275,87587.577415014
276,136503.74418362096
277,243168.23306949926
278,91647.78279982758
279,236091.3219091024
280,176633.84859717777
281,188130.73378699124
282,130158.59490895776
283,107475.0575361027
284,53696.11942663416
285,173658.39718969577
286,149380.47462778992
287,166860.4518959232
288,141787.78428881994
289,88540.69443248105
290,124945.8619875031
291,145297.85954607045
292,129312.2092284569
293,141227.7540846078
294,146035.85357806215
295,275818.9585582975
296,134057.62316756355
297,122490.68720599645
298,171301.90361839422
299,200748.2318311533
300,110579.78116537275
301,178713.45218145073
302,146544.83348851296
303,148656.07388788188
304,189092.29724665626
305,220987.29920585974
306,284764.57138033316
307,140458.21469997885
308,160117.3493882221
309,141141.7421481629
310,139524.86813678796
311,217504.8517260866
312,137019.71349371554
313,113916.4556091226
314,111303.29969970197
315,150854.60228098827
316,158995.93177223665
317,239319.66377237497
318,110086.95495459749
319,188114.79834061317
320,128185.30571010913
321,170068.31319722373
322,167031.35689777232
323,80290.75044566096
324,146887.11915413354
325,234507.90191636738
326,120086.89985949291
327,212766.84896981146
328,141563.44559451577
329,228904.67802592574
330,94504.19585249397
331,282702.99835706427
332,151442.3934566077
333,77071.49271717574
334,114272.85628459626
335,120781.79351245024
336,212943.40904225447
337,39605.147922354285
338,155197.08930606808
339,144288.45600454183
340,174284.8489741299
341,178387.8821674363
342,161297.47942533816
343,229680.66989113708
344,167242.6013928099
345,201659.5218233479
346,157885.30565465777
347,182640.67310499662
348,60605.33201293094
349,174339.06922583876
350,290530.17225629336
351,123541.58705323136
352,342956.9498511895
353,81478.67553964397
354,271009.1562335407
355,145297.85954607045
356,140110.60621263145
357,144124.08605582564
358,296227.4288319218
359,93745.4503625609
360,243112.74779401076
361,153663.46190530984
362,128273.76166155876
363,210574.58150113336
364,259025.53345947922
365,123113.95345217377
366,191064.2596538303
367,126723.65364228483
368,130403.01893478629
369,206977.44938271595
370,267234.03071375773
371,106724.79796346977
372,125292.72837252513
373,136370.17267048836
374,160641.9018415561
375,134149.3824277029
376,166785.20714285018
377,123339.24363103502
378,55590.185639500676
379,386538.2721301621
380,142266.02275433624
381,113577.54344393274
382,119472.22151831668
383,108565.89460578738
384,134340.2744511272
385,123118.23816160316
386,142474.37266323066
387,407270.55470916606
388,223220.17798193917
389,60624.834847844264
390,154384.35834363557
391,104619.37754807217
392,306786.0071916515
393,166151.7370012471
394,109932.76974501273
395,219626.38775503414
396,67042.96652097964
397,291629.08825550147
398,134717.78915901305
399,242342.8855563094
400,148772.20342804992
401,172060.26456637803
402,148388.03395740793
403,176062.27649179625
404,139528.8948242715
405,288944.9959070782
406,383207.13189950783
407,191779.33005526938
408,218773.79555333007
409,150469.85823338633
410,124317.83563476468
411,144007.92295316263
412,118261.67097768764
413,164913.63569990738
414,191427.21508877916
415,109711.80973924501
416,301381.094823939
417,131964.75670262324
418,103783.99359674605
419,172886.7123667147
420,113033.24881211681
421,84798.86905370821
422,170715.84324730613
423,134549.55167183638
424,111558.85691896932
425,149142.28183534966
426,136392.83977938478
427,81250.24729441386
428,95055.7868360298
429,250570.6759245476
430,226607.80053347867
431,141369.12491654593
432,116134.21593530815
433,175547.64498575605
434,148440.1886471266
435,588048.0787315149
436,160704.20040699386
437,125431.3500900531
438,111768.04451676793
439,172349.97585363305
440,148772.34628807133
441,208873.27428337556
442,189351.65509040994
443,162714.83812087463
444,394299.1535184978
445,99798.41420134326
446,155922.2009146483
447,134319.5243670801
448,305114.2420590498
449,133778.5375587183
450,115604.3189107675
451,252383.30785797787
452,128790.9844873425
453,278396.6642073144
454,197224.7332170884
455,170578.35908013344
456,127182.23303507028
457,104985.19568182097
458,165956.10788961593
459,207160.28744328726
460,133812.12075621914
461,167735.57837117888
462,102193.84131889317
463,177909.96734669898
464,256806.7211561558
465,236248.38997076135
466,139950.5544701761
467,89547.80826223182
468,121410.14334551193
469,140524.04013276534
470,217308.72693392175
471,86226.5526689243
472,152258.36047772536
473,99972.37112259012
474,366794.78754032624
475,114657.21569188466
476,137438.2091520877
477,200781.66999448172
478,128315.33964283105
479,195452.49228081532
480,120247.0164503305
481,151283.59289509314
482,104925.61800489986
483,216095.08087211932
484,148428.5973880108
485,221469.08372009813
486,175496.83237524616
487,251220.1054047196
488,95076.02557520995
489,247761.16403676328
490,168892.74934235174
491,104963.27040604647
492,210104.0625339277
493,130155.9364479804
494,170784.41218284346
495,110775.71633376752
496,146483.00128090812
497,134572.21268622333
498,214854.82216198643
499,321941.5937042304
500,257548.63073149387
501,173969.9142575029
502,140823.2949792379
503,167587.9995776124
504,109506.21167943976
505,135024.45210319117
506,140417.19521526096
507,137753.88232478237
508,166988.929074195
509,127635.98487478532
510,128983.60882496354
511,138995.1073564106
512,145970.6864361539
513,368098.9344393326
514,141524.95402641114
515,238289.75904778144
516,181524.99234143333
517,163239.6211530423
518,96641.54876604101
519,164978.37655906993
520,158663.26298013853
521,136645.70698399667
522,152339.3374701278
523,189239.499998913
524,87787.97199563742
525,147387.97957978415
526,285446.6878851416
527,96768.46176615226
528,223317.76014216122
529,122408.48951828167
530,110893.40756773895
531,130818.2523831671
532,208397.56319529042
533,336364.26347847364
534,204647.62251560335
535,97706.74368363722
536,108720.90184542736
537,110478.9034647857
538,140114.15410064638
539,117479.09770697508
540,211395.87264207244
541,200907.6548187431
542,149972.68082215326
543,148234.61407062842
544,147921.74028505868
545,174999.9472460413
546,185092.45773188552
547,134385.13069996206
548,132221.31593506562
549,111587.18800881259
550,142072.32041770316
551,64258.72243401781
552,213222.2543597373
553,229453.5363950599
554,113443.27808548922
555,168302.86641518553
556,228041.42849668063
557,100921.35672340968
558,161963.26805607058
559,151898.51324433644
560,147884.78805540325
561,168197.7653299581
562,193194.99917400273
563,227442.12473798156
564,187940.25222864965
565,217055.18968939007
566,220641.57224534694
567,100717.50144489546
568,345933.36284546927
569,206010.67575257696
570,209646.33975430438
571,207273.698957716
572,194609.9451522111
573,101089.82192182055
574,191092.5166100128
575,210333.64852640833
576,127454.50907126364
577,205552.34046786572
578,171134.26203337978
579,160909.85834875924
580,194124.18708419014
581,258524.28727636
582,204856.8898081568
583,172171.56965428047
584,125156.71290467808
585,225282.51112600547
586,165148.13784372897
587,325516.3068471224
588,198875.11684492315
589,246201.97526717972
590,208210.19722644464
591,123194.87102685528
592,288305.3864383038
593,165106.39218863903
594,144192.03799862874
595,133366.50454944503
596,285196.9948601165
597,125759.8827386226
598,90073.04559084337
599,217313.17704032912
600,115785.5349493759
601,157968.23591911397
602,122808.49739395618
603,164535.76028059988
604,126616.22707054544
605,260436.0505973876
606,236845.42207107053
607,91213.47239469764
608,263194.3037148017
609,161097.71289874765
610,162237.369797985
611,175791.75630743208
612,246438.12137313758
613,115753.64435670208
614,241417.38835973083
615,111812.83328614116
616,228552.93075709158
617,112965.92638401256
618,191690.45793004017
619,175919.44229854824
620,101089.82192182055
621,177372.63467515993
622,164702.3053876304
623,172364.23849501196
624,219707.07795741135
625,192581.47836004393
626,115436.65377680893
627,200983.27005451065
628,65513.81407096941
629,153281.87473603844
630,270293.0032268162
631,112982.7920831525
632,316901.12894209835
633,128124.47509265963
634,162200.061542723
635,110047.33338109858
636,224577.3863019244
637,272873.9115380804
638,281743.0012879205
639,310630.73494072014
640,148465.09690045242
641,302821.6895332952
642,149003.22607233285
643,52323.90331488103
644,303348.3179492372
645,188656.42258464068
646,102009.09287635154
647,320217.32159998605
648,170898.9308348894
649,235961.93393943278
650,222251.26061523924
651,178492.8965740146
652,116400.07384524691
653,187094.01124861784
654,121529.23432617672
655,188803.6408475522
656,300647.92390310403
657,128195.89703127951
658,205642.86537667355
659,98524.97642597774
660,140764.95434972655
661,186286.3777479361
662,119544.44651538914
663,183418.72324202018
664,203635.8473497492
665,154188.0076375091
666,253378.74077557784
667,92582.73434386108
668,175400.02923988702
669,213212.60954660774
670,184840.8947685722
671,228078.44711466995
672,142553.6311929092
673,120029.18843020764
674,119946.31881212216
675,197417.15442432286
676,183849.14865386643
677,127410.22465383321
678,207730.73346099627
679,148211.9657394946
680,123578.22337869766
681,149283.56166802946
682,211986.2612152959
683,137776.96875260174
684,188400.02148704248
685,141481.3633354776
686,339140.75709172885
687,160507.2502123072
688,137012.96101109326
689,130411.01800020854
690,107698.8194060772
691,207237.61175659174
692,105849.44430569158
693,134643.05777159813
694,177611.18608530032
695,80377.56919403338
696,146027.23470803763
697,141613.88724596336
698,115368.93922732872
699,189942.94886204455
700,125867.73403935792
701,92898.57696351317
702,197657.73389755355
703,189643.80122952638
704,173281.81384326713
705,111344.24768797745
706,224551.79670114035
707,127467.59771134553
708,101620.28088332446
709,108605.46817042738
710,145065.43786805976
711,128727.98153003438
712,294370.67826214765
713,191728.60503078005
714,175874.0223883042
715,255109.273612662
716,293534.00774840376
717,136562.52680111647
718,141866.38281825572
719,127951.98553488901
720,185160.52468423554
721,213593.8842892399
722,94557.0315990775
723,160147.3341848603
724,160182.34188740462
725,168224.7167922731
726,134483.98676574245
727,256456.7164298633
728,260861.2537273712
729,199835.87052258206
730,136099.31427070254
731,147597.36399187616
732,183066.44622163562
733,137767.1730885317
734,117024.49051303527
735,76382.58330592891
736,158026.68509986525
737,284993.3894677513
738,206335.55817780696
739,229525.3604979334
740,164668.1428286361
741,289440.7688605521
742,353039.4577671549
743,156281.70382981317
744,324464.0596384568
745,128851.85634891783
746,168535.20521648123
747,196693.4828717389
748,178544.5209743447
749,211927.96055568373
750,156515.76314756484
751,244976.68582097488
752,136057.96073132462
753,222072.4465104918
754,154340.46158909204
755,111653.92006103703
756,188202.0870439514
757,108554.55951866903
758,208663.15454339568
759,245359.59881659158
760,178859.41507844828
761,133630.9045373862
762,273799.60906592687
763,132109.64220804628
764,207030.36972984995
765,292377.6268519305
766,222044.52407967328
767,199054.43343021497
768,252427.28498821546
769,182277.05441054504
770,113286.56093226738
771,181836.84090017842
772,110868.33311760362
773,170956.9882584083
774,71061.57451019442
775,263148.4964192036
776,203124.3184754258
777,139445.707957368
778,226424.3185969548
779,307201.01559561753
780,182198.71439323475
781,96762.0185156258
782,76577.63637515664
783,240776.30051763507
784,135044.74581873263
785,158169.786315984
786,299439.9369610216
787,188842.1227187078
788,152822.53695925287
789,207973.31876168845
790,145778.75410348605
791,193260.767809854
792,178129.32741163168
793,192068.53967815972
794,189022.13671176814
795,234595.7590008404
796,216987.9198436034
797,109026.08480026331
798,191805.02729732648
799,129556.52878218645
800,330546.8772164888
801,120561.55652900033
802,149341.7656996111
803,112648.89090625489
804,160792.9559668376
805,240337.3628161622
806,185985.20315724393
807,99828.89582178259
808,146653.98281677824
809,108708.07197678438
810,134780.3233405721
811,137881.6488016384
812,212034.1489171924
813,184586.01694137685
814,150309.27365393908
815,279304.64350716135
816,107877.5788474182
817,309918.6747812687
818,228479.73337767553
819,202284.16206297826
820,224199.08389471506
821,133548.23685422837
822,148888.96983474132
823,283310.3442142914
824,298255.02882122085
825,203844.8111354325
826,130042.47819925017
827,189810.07779727047
828,116827.26384451512
829,130119.41992791565
830,238551.86492037616
831,108573.95934295809
832,297152.6747610081
833,168688.05320427573
834,225841.38079202746
835,296355.5778547126
836,302658.42545408267
837,190602.1884388422
838,206803.48602616508
839,171875.52992956448
840,169504.0511183242
841,145262.31184818223
842,172110.52642602957
843,180730.99254165488
844,148578.4846645675
845,124688.98405807556
846,203896.61002828795
847,125831.15232164797
848,127692.41750315197
849,151323.5393055108
850,148950.05204467164
851,189703.79434474162
852,186702.74490951415
853,276720.6545611696
854,129498.7687656805
855,138014.62330689817
856,205367.07012495594
857,244853.08330909372
858,148190.27157203283
859,160330.97071346
860,179757.42346759426
861,95934.96379524923
862,311789.0725724201
863,199838.92859636358
864,272799.9033271006
865,135206.7664202241
866,117426.24617305503
867,132061.46472160047
868,124189.99924846497
869,211288.6029671439
870,131602.96291581233
871,130866.51588270429
872,157512.09692666295
873,152365.13627369126
874,356893.74000827584
875,76490.01757358121
876,156501.97990352055
877,175050.8303148546
878,216159.65807489378
879,152362.83842017496
880,219920.4394322009
881,316867.0841888089
882,176366.99687819864
883,175975.4512715699
884,122096.5815998578
885,284838.1289286165
886,189547.0069482936
887,141434.30213041158
888,225554.15172693244
889,210962.4521058149
890,140487.06834190656
891,185921.84013040696
892,139573.00443791965
893,150451.7116206613
894,203937.27939526644
895,95765.27621735525
896,168141.77371722722
897,136222.97840116645
898,176441.5521159066
899,199583.84504715205
900,260542.46501611598
901,143004.20921839026
902,106885.36285561518
903,142484.85339425085
904,154764.57049251854
905,141392.19369701802
906,172102.42799563255
907,116582.41140129807
908,186256.19488989632
909,178442.37675139133
910,141751.39773800218
911,74098.04375729348
912,187677.03006359524
913,285925.6353293742
914,202126.38681542568
915,93747.69240208095
916,168045.13114979505
917,331050.9031453979
918,108975.0468028523
919,147982.97837677022
920,241973.17258670053
921,193451.69503726618
922,309266.15361336176
923,230744.43717724722
924,208746.85166925736
925,181561.24082160427
926,216028.30189471098
927,85827.59021061877
928,200092.51692156296
